date,version,count
2023-09-01,v0.13.0,109
2023-09-01,v0.14.0,36
2023-09-01,v0.15.0,64
2023-09-01,v0.16.0,10
2023-09-01,v0.17.0,52
2023-09-01,v0.18.0,25
2023-09-01,v0.19.0,37
2023-09-01,v0.20.0,2
2023-09-01,v0.20.1,46
2023-09-01,v0.21.0,76
2023-09-01,v0.22.0,37
2023-09-01,v0.23.0,207
2023-09-01,v0.24.0,2
2023-09-01,v0.24.1,83
2023-09-01,v0.25.0,3
2023-09-01,v0.26.0,0
2023-09-01,v0.27.0,0
2023-09-01,v0.28.0,0
2023-09-01,v0.29.0,0
2023-09-01,v0.29.1,0
2023-09-01,v0.30.0,0
2023-09-01,v0.31.0,0
2023-09-01,v0.32.0,0
2023-09-01,v0.33.0,0
2023-09-01,v0.34.0,0
2023-09-01,v0.35.0,0
2023-10-01,v0.13.0,110
2023-10-01,v0.14.0,36
2023-10-01,v0.15.0,65
2023-10-01,v0.16.0,11
2023-10-01,v0.17.0,71
2023-10-01,v0.18.0,25
2023-10-01,v0.19.0,70
2023-10-01,v0.20.0,1
2023-10-01,v0.20.1,47
2023-10-01,v0.21.0,66
2023-10-01,v0.22.0,32
2023-10-01,v0.23.0,170
2023-10-01,v0.24.0,2
2023-10-01,v0.24.1,17
2023-10-01,v0.25.0,137
2023-10-01,v0.26.0,65
2023-10-01,v0.27.0,0
2023-10-01,v0.28.0,0
2023-10-01,v0.29.0,0
2023-10-01,v0.29.1,0
2023-10-01,v0.30.0,0
2023-10-01,v0.31.0,0
2023-10-01,v0.32.0,0
2023-10-01,v0.33.0,0
2023-10-01,v0.34.0,0
2023-10-01,v0.35.0,0
2023-11-01,v0.13.0,121
2023-11-01,v0.14.0,34
2023-11-01,v0.15.0,65
2023-11-01,v0.16.0,11
2023-11-01,v0.17.0,71
2023-11-01,v0.18.0,24
2023-11-01,v0.19.0,69
2023-11-01,v0.20.0,2
2023-11-01,v0.20.1,47
2023-11-01,v0.21.0,54
2023-11-01,v0.22.0,31
2023-11-01,v0.23.0,145
2023-11-01,v0.24.0,2
2023-11-01,v0.24.1,11
2023-11-01,v0.25.0,48
2023-11-01,v0.26.0,231
2023-11-01,v0.27.0,0
2023-11-01,v0.28.0,0
2023-11-01,v0.29.0,0
2023-11-01,v0.29.1,0
2023-11-01,v0.30.0,0
2023-11-01,v0.31.0,0
2023-11-01,v0.32.0,0
2023-11-01,v0.33.0,0
2023-11-01,v0.34.0,0
2023-11-01,v0.35.0,0
2023-12-01,v0.13.0,120
2023-12-01,v0.14.0,34
2023-12-01,v0.15.0,65
2023-12-01,v0.16.0,11
2023-12-01,v0.17.0,71
2023-12-01,v0.18.0,24
2023-12-01,v0.19.0,68
2023-12-01,v0.20.0,2
2023-12-01,v0.20.1,47
2023-12-01,v0.21.0,48
2023-12-01,v0.22.0,28
2023-12-01,v0.23.0,141
2023-12-01,v0.24.0,2
2023-12-01,v0.24.1,9
2023-12-01,v0.25.0,47
2023-12-01,v0.26.0,284
2023-12-01,v0.27.0,70
2023-12-01,v0.28.0,0
2023-12-01,v0.29.0,0
2023-12-01,v0.29.1,0
2023-12-01,v0.30.0,0
2023-12-01,v0.31.0,0
2023-12-01,v0.32.0,0
2023-12-01,v0.33.0,0
2023-12-01,v0.34.0,0
2023-12-01,v0.35.0,0
2024-01-01,v0.13.0,118
2024-01-01,v0.14.0,34
2024-01-01,v0.15.0,65
2024-01-01,v0.16.0,11
2024-01-01,v0.17.0,71
2024-01-01,v0.18.0,26
2024-01-01,v0.19.0,64
2024-01-01,v0.20.0,2
2024-01-01,v0.20.1,40
2024-01-01,v0.21.0,41
2024-01-01,v0.22.0,29
2024-01-01,v0.23.0,140
2024-01-01,v0.24.0,2
2024-01-01,v0.24.1,10
2024-01-01,v0.25.0,54
2024-01-01,v0.26.0,180
2024-01-01,v0.27.0,289
2024-01-01,v0.28.0,0
2024-01-01,v0.29.0,0
2024-01-01,v0.29.1,0
2024-01-01,v0.30.0,0
2024-01-01,v0.31.0,0
2024-01-01,v0.32.0,0
2024-01-01,v0.33.0,0
2024-01-01,v0.34.0,0
2024-01-01,v0.35.0,0
2024-02-01,v0.13.0,119
2024-02-01,v0.14.0,34
2024-02-01,v0.15.0,64
2024-02-01,v0.16.0,12
2024-02-01,v0.17.0,71
2024-02-01,v0.18.0,26
2024-02-01,v0.19.0,64
2024-02-01,v0.20.0,2
2024-02-01,v0.20.1,39
2024-02-01,v0.21.0,40
2024-02-01,v0.22.0,27
2024-02-01,v0.23.0,128
2024-02-01,v0.24.0,1
2024-02-01,v0.24.1,10
2024-02-01,v0.25.0,48
2024-02-01,v0.26.0,192
2024-02-01,v0.27.0,186
2024-02-01,v0.28.0,108
2024-02-01,v0.29.0,0
2024-02-01,v0.29.1,0
2024-02-01,v0.30.0,0
2024-02-01,v0.31.0,0
2024-02-01,v0.32.0,0
2024-02-01,v0.33.0,0
2024-02-01,v0.34.0,0
2024-02-01,v0.35.0,0
2024-03-01,v0.13.0,114
2024-03-01,v0.14.0,33
2024-03-01,v0.15.0,64
2024-03-01,v0.16.0,12
2024-03-01,v0.17.0,71
2024-03-01,v0.18.0,27
2024-03-01,v0.19.0,66
2024-03-01,v0.20.0,2
2024-03-01,v0.20.1,36
2024-03-01,v0.21.0,39
2024-03-01,v0.22.0,30
2024-03-01,v0.23.0,115
2024-03-01,v0.24.0,1
2024-03-01,v0.24.1,11
2024-03-01,v0.25.0,47
2024-03-01,v0.26.0,194
2024-03-01,v0.27.0,154
2024-03-01,v0.28.0,98
2024-03-01,v0.29.0,0
2024-03-01,v0.29.1,186
2024-03-01,v0.30.0,0
2024-03-01,v0.31.0,0
2024-03-01,v0.32.0,0
2024-03-01,v0.33.0,0
2024-03-01,v0.34.0,0
2024-03-01,v0.35.0,0
2024-04-01,v0.13.0,114
2024-04-01,v0.14.0,35
2024-04-01,v0.15.0,64
2024-04-01,v0.16.0,12
2024-04-01,v0.17.0,71
2024-04-01,v0.18.0,27
2024-04-01,v0.19.0,69
2024-04-01,v0.20.0,1
2024-04-01,v0.20.1,34
2024-04-01,v0.21.0,39
2024-04-01,v0.22.0,29
2024-04-01,v0.23.0,139
2024-04-01,v0.24.0,1
2024-04-01,v0.24.1,11
2024-04-01,v0.25.0,42
2024-04-01,v0.26.0,210
2024-04-01,v0.27.0,142
2024-04-01,v0.28.0,88
2024-04-01,v0.29.0,0
2024-04-01,v0.29.1,165
2024-04-01,v0.30.0,219
2024-04-01,v0.31.0,0
2024-04-01,v0.32.0,0
2024-04-01,v0.33.0,0
2024-04-01,v0.34.0,0
2024-04-01,v0.35.0,0
2024-05-01,v0.13.0,119
2024-05-01,v0.14.0,38
2024-05-01,v0.15.0,64
2024-05-01,v0.16.0,12
2024-05-01,v0.17.0,70
2024-05-01,v0.18.0,28
2024-05-01,v0.19.0,68
2024-05-01,v0.20.0,1
2024-05-01,v0.20.1,31
2024-05-01,v0.21.0,39
2024-05-01,v0.22.0,26
2024-05-01,v0.23.0,127
2024-05-01,v0.24.0,1
2024-05-01,v0.24.1,10
2024-05-01,v0.25.0,43
2024-05-01,v0.26.0,165
2024-05-01,v0.27.0,143
2024-05-01,v0.28.0,80
2024-05-01,v0.29.0,0
2024-05-01,v0.29.1,155
2024-05-01,v0.30.0,161
2024-05-01,v0.31.0,257
2024-05-01,v0.32.0,0
2024-05-01,v0.33.0,0
2024-05-01,v0.34.0,0
2024-05-01,v0.35.0,0
2024-06-01,v0.13.0,121
2024-06-01,v0.14.0,38
2024-06-01,v0.15.0,64
2024-06-01,v0.16.0,12
2024-06-01,v0.17.0,71
2024-06-01,v0.18.0,28
2024-06-01,v0.19.0,68
2024-06-01,v0.20.0,1
2024-06-01,v0.20.1,32
2024-06-01,v0.21.0,38
2024-06-01,v0.22.0,25
2024-06-01,v0.23.0,98
2024-06-01,v0.24.0,1
2024-06-01,v0.24.1,10
2024-06-01,v0.25.0,45
2024-06-01,v0.26.0,157
2024-06-01,v0.27.0,159
2024-06-01,v0.28.0,66
2024-06-01,v0.29.0,0
2024-06-01,v0.29.1,138
2024-06-01,v0.30.0,156
2024-06-01,v0.31.0,516
2024-06-01,v0.32.0,32
2024-06-01,v0.33.0,0
2024-06-01,v0.34.0,0
2024-06-01,v0.35.0,0
2024-07-01,v0.13.0,121
2024-07-01,v0.14.0,38
2024-07-01,v0.15.0,64
2024-07-01,v0.16.0,12
2024-07-01,v0.17.0,71
2024-07-01,v0.18.0,28
2024-07-01,v0.19.0,68
2024-07-01,v0.20.0,1
2024-07-01,v0.20.1,32
2024-07-01,v0.21.0,38
2024-07-01,v0.22.0,25
2024-07-01,v0.23.0,98
2024-07-01,v0.24.0,1
2024-07-01,v0.24.1,10
2024-07-01,v0.25.0,45
2024-07-01,v0.26.0,153
2024-07-01,v0.27.0,142
2024-07-01,v0.28.0,68
2024-07-01,v0.29.0,0
2024-07-01,v0.29.1,129
2024-07-01,v0.30.0,136
2024-07-01,v0.31.0,506
2024-07-01,v0.32.0,101
2024-07-01,v0.33.0,0
2024-07-01,v0.34.0,0
2024-07-01,v0.35.0,0
2024-08-01,v0.13.0,120
2024-08-01,v0.14.0,38
2024-08-01,v0.15.0,64
2024-08-01,v0.16.0,12
2024-08-01,v0.17.0,69
2024-08-01,v0.18.0,28
2024-08-01,v0.19.0,67
2024-08-01,v0.20.0,1
2024-08-01,v0.20.1,31
2024-08-01,v0.21.0,38
2024-08-01,v0.22.0,25
2024-08-01,v0.23.0,101
2024-08-01,v0.24.0,1
2024-08-01,v0.24.1,11
2024-08-01,v0.25.0,51
2024-08-01,v0.26.0,145
2024-08-01,v0.27.0,126
2024-08-01,v0.28.0,79
2024-08-01,v0.29.0,0
2024-08-01,v0.29.1,138
2024-08-01,v0.30.0,149
2024-08-01,v0.31.0,544
2024-08-01,v0.32.0,296
2024-08-01,v0.33.0,0
2024-08-01,v0.34.0,0
2024-08-01,v0.35.0,0
2024-09-01,v0.13.0,122
2024-09-01,v0.14.0,39
2024-09-01,v0.15.0,66
2024-09-01,v0.16.0,12
2024-09-01,v0.17.0,69
2024-09-01,v0.18.0,29
2024-09-01,v0.19.0,66
2024-09-01,v0.20.0,1
2024-09-01,v0.20.1,31
2024-09-01,v0.21.0,38
2024-09-01,v0.22.0,26
2024-09-01,v0.23.0,104
2024-09-01,v0.24.0,1
2024-09-01,v0.24.1,10
2024-09-01,v0.25.0,48
2024-09-01,v0.26.0,137
2024-09-01,v0.27.0,135
2024-09-01,v0.28.0,83
2024-09-01,v0.29.0,0
2024-09-01,v0.29.1,127
2024-09-01,v0.30.0,147
2024-09-01,v0.31.0,544
2024-09-01,v0.32.0,305
2024-09-01,v0.33.0,468
2024-09-01,v0.34.0,0
2024-09-01,v0.35.0,0
2024-10-01,v0.13.0,124
2024-10-01,v0.14.0,38
2024-10-01,v0.15.0,67
2024-10-01,v0.16.0,12
2024-10-01,v0.17.0,68
2024-10-01,v0.18.0,29
2024-10-01,v0.19.0,66
2024-10-01,v0.20.0,1
2024-10-01,v0.20.1,34
2024-10-01,v0.21.0,37
2024-10-01,v0.22.0,30
2024-10-01,v0.23.0,100
2024-10-01,v0.24.0,1
2024-10-01,v0.24.1,11
2024-10-01,v0.25.0,48
2024-10-01,v0.26.0,141
2024-10-01,v0.27.0,127
2024-10-01,v0.28.0,93
2024-10-01,v0.29.0,0
2024-10-01,v0.29.1,137
2024-10-01,v0.30.0,142
2024-10-01,v0.31.0,488
2024-10-01,v0.32.0,266
2024-10-01,v0.33.0,432
2024-10-01,v0.34.0,0
2024-10-01,v0.35.0,0
2024-11-01,v0.13.0,120
2024-11-01,v0.14.0,38
2024-11-01,v0.15.0,67
2024-11-01,v0.16.0,12
2024-11-01,v0.17.0,69
2024-11-01,v0.18.0,29
2024-11-01,v0.19.0,65
2024-11-01,v0.20.0,1
2024-11-01,v0.20.1,33
2024-11-01,v0.21.0,38
2024-11-01,v0.22.0,30
2024-11-01,v0.23.0,99
2024-11-01,v0.24.0,1
2024-11-01,v0.24.1,11
2024-11-01,v0.25.0,48
2024-11-01,v0.26.0,137
2024-11-01,v0.27.0,129
2024-11-01,v0.28.0,93
2024-11-01,v0.29.0,0
2024-11-01,v0.29.1,120
2024-11-01,v0.30.0,120
2024-11-01,v0.31.0,488
2024-11-01,v0.32.0,221
2024-11-01,v0.33.0,500
2024-11-01,v0.34.0,168
2024-11-01,v0.35.0,0
2024-12-01,v0.13.0,122
2024-12-01,v0.14.0,37
2024-12-01,v0.15.0,66
2024-12-01,v0.16.0,12
2024-12-01,v0.17.0,69
2024-12-01,v0.18.0,29
2024-12-01,v0.19.0,64
2024-12-01,v0.20.0,1
2024-12-01,v0.20.1,55
2024-12-01,v0.21.0,37
2024-12-01,v0.22.0,30
2024-12-01,v0.23.0,102
2024-12-01,v0.24.0,1
2024-12-01,v0.24.1,11
2024-12-01,v0.25.0,51
2024-12-01,v0.26.0,131
2024-12-01,v0.27.0,120
2024-12-01,v0.28.0,87
2024-12-01,v0.29.0,0
2024-12-01,v0.29.1,115
2024-12-01,v0.30.0,124
2024-12-01,v0.31.0,406
2024-12-01,v0.32.0,208
2024-12-01,v0.33.0,524
2024-12-01,v0.34.0,458
2024-12-01,v0.35.0,0
2025-01-01,v0.13.0,123
2025-01-01,v0.14.0,34
2025-01-01,v0.15.0,66
2025-01-01,v0.16.0,12
2025-01-01,v0.17.0,50
2025-01-01,v0.18.0,29
2025-01-01,v0.19.0,64
2025-01-01,v0.20.0,1
2025-01-01,v0.20.1,54
2025-01-01,v0.21.0,36
2025-01-01,v0.22.0,30
2025-01-01,v0.23.0,101
2025-01-01,v0.24.0,1
2025-01-01,v0.24.1,11
2025-01-01,v0.25.0,50
2025-01-01,v0.26.0,137
2025-01-01,v0.27.0,127
2025-01-01,v0.28.0,89
2025-01-01,v0.29.0,0
2025-01-01,v0.29.1,117
2025-01-01,v0.30.0,134
2025-01-01,v0.31.0,354
2025-01-01,v0.32.0,227
2025-01-01,v0.33.0,514
2025-01-01,v0.34.0,644
2025-01-01,v0.35.0,3
2025-01-01,v0.36.0,0
2025-01-01,v0.37.0,0
2025-01-01,v0.38.0,0
2025-01-01,v0.39.0,0
2025-01-01,v0.40.0,0
2025-02-01,v0.13.0,120
2025-02-01,v0.14.0,33
2025-02-01,v0.15.0,66
2025-02-01,v0.16.0,12
2025-02-01,v0.17.0,51
2025-02-01,v0.18.0,31
2025-02-01,v0.19.0,64
2025-02-01,v0.20.0,1
2025-02-01,v0.20.1,56
2025-02-01,v0.21.0,36
2025-02-01,v0.22.0,30
2025-02-01,v0.23.0,100
2025-02-01,v0.24.0,1
2025-02-01,v0.24.1,11
2025-02-01,v0.25.0,48
2025-02-01,v0.26.0,132
2025-02-01,v0.27.0,124
2025-02-01,v0.28.0,92
2025-02-01,v0.29.0,0
2025-02-01,v0.29.1,121
2025-02-01,v0.30.0,138
2025-02-01,v0.31.0,424
2025-02-01,v0.32.0,209
2025-02-01,v0.33.0,510
2025-02-01,v0.34.0,414
2025-02-01,v0.35.0,556
2025-02-01,v0.36.0,0
2025-02-01,v0.37.0,0
2025-02-01,v0.38.0,0
2025-02-01,v0.39.0,0
2025-02-01,v0.40.0,0
2025-03-01,v0.13.0,128
2025-03-01,v0.14.0,33
2025-03-01,v0.15.0,66
2025-03-01,v0.16.0,12
2025-03-01,v0.17.0,50
2025-03-01,v0.18.0,31
2025-03-01,v0.19.0,63
2025-03-01,v0.20.0,1
2025-03-01,v0.20.1,54
2025-03-01,v0.21.0,36
2025-03-01,v0.22.0,32
2025-03-01,v0.23.0,100
2025-03-01,v0.24.0,1
2025-03-01,v0.24.1,11
2025-03-01,v0.25.0,47
2025-03-01,v0.26.0,133
2025-03-01,v0.27.0,125
2025-03-01,v0.28.0,94
2025-03-01,v0.29.0,0
2025-03-01,v0.29.1,118
2025-03-01,v0.30.0,148
2025-03-01,v0.31.0,396
2025-03-01,v0.32.0,180
2025-03-01,v0.33.0,468
2025-03-01,v0.34.0,388
2025-03-01,v0.35.0,668
2025-03-01,v0.36.0,0
2025-03-01,v0.37.0,0
2025-03-01,v0.38.0,0
2025-03-01,v0.39.0,0
2025-03-01,v0.40.0,0
2025-04-01,v0.13.0,127
2025-04-01,v0.14.0,33
2025-04-01,v0.15.0,67
2025-04-01,v0.16.0,12
2025-04-01,v0.17.0,50
2025-04-01,v0.18.0,32
2025-04-01,v0.19.0,63
2025-04-01,v0.20.0,1
2025-04-01,v0.20.1,54
2025-04-01,v0.21.0,36
2025-04-01,v0.22.0,32
2025-04-01,v0.23.0,99
2025-04-01,v0.24.0,1
2025-04-01,v0.24.1,11
2025-04-01,v0.25.0,47
2025-04-01,v0.26.0,131
2025-04-01,v0.27.0,103
2025-04-01,v0.28.0,95
2025-04-01,v0.29.0,0
2025-04-01,v0.29.1,103
2025-04-01,v0.30.0,155
2025-04-01,v0.31.0,401
2025-04-01,v0.32.0,189
2025-04-01,v0.33.0,460
2025-04-01,v0.34.0,326
2025-04-01,v0.35.0,526
2025-04-01,v0.36.0,316
2025-04-01,v0.37.0,0
2025-04-01,v0.38.0,0
2025-04-01,v0.39.0,0
2025-04-01,v0.40.0,0
2025-05-01,v0.13.0,123
2025-05-01,v0.14.0,33
2025-05-01,v0.15.0,68
2025-05-01,v0.16.0,12
2025-05-01,v0.17.0,51
2025-05-01,v0.18.0,33
2025-05-01,v0.19.0,63
2025-05-01,v0.20.0,1
2025-05-01,v0.20.1,54
2025-05-01,v0.21.0,34
2025-05-01,v0.22.0,30
2025-05-01,v0.23.0,98
2025-05-01,v0.24.0,2
2025-05-01,v0.24.1,10
2025-05-01,v0.25.0,48
2025-05-01,v0.26.0,130
2025-05-01,v0.27.0,130
2025-05-01,v0.28.0,96
2025-05-01,v0.29.0,0
2025-05-01,v0.29.1,99
2025-05-01,v0.30.0,154
2025-05-01,v0.31.0,373
2025-05-01,v0.32.0,191
2025-05-01,v0.33.0,484
2025-05-01,v0.34.0,384
2025-05-01,v0.35.0,508
2025-05-01,v0.36.0,213
2025-05-01,v0.37.0,524
2025-05-01,v0.38.0,0
2025-05-01,v0.39.0,0
2025-05-01,v0.40.0,0
2025-06-01,v0.13.0,123
2025-06-01,v0.14.0,33
2025-06-01,v0.15.0,68
2025-06-01,v0.16.0,12
2025-06-01,v0.17.0,51
2025-06-01,v0.18.0,33
2025-06-01,v0.19.0,63
2025-06-01,v0.20.0,1
2025-06-01,v0.20.1,54
2025-06-01,v0.21.0,35
2025-06-01,v0.22.0,29
2025-06-01,v0.23.0,93
2025-06-01,v0.24.0,2
2025-06-01,v0.24.1,12
2025-06-01,v0.25.0,51
2025-06-01,v0.26.0,137
2025-06-01,v0.27.0,128
2025-06-01,v0.28.0,97
2025-06-01,v0.29.0,0
2025-06-01,v0.29.1,109
2025-06-01,v0.30.0,154
2025-06-01,v0.31.0,412
2025-06-01,v0.32.0,194
2025-06-01,v0.33.0,464
2025-06-01,v0.34.0,424
2025-06-01,v0.35.0,534
2025-06-01,v0.36.0,186
2025-06-01,v0.37.0,752
2025-06-01,v0.38.0,0
2025-06-01,v0.39.0,0
2025-06-01,v0.40.0,0
2025-07-01,v0.13.0,118
2025-07-01,v0.14.0,33
2025-07-01,v0.15.0,67
2025-07-01,v0.16.0,12
2025-07-01,v0.17.0,52
2025-07-01,v0.18.0,33
2025-07-01,v0.19.0,64
2025-07-01,v0.20.0,1
2025-07-01,v0.20.1,54
2025-07-01,v0.21.0,35
2025-07-01,v0.22.0,30
2025-07-01,v0.23.0,93
2025-07-01,v0.24.0,2
2025-07-01,v0.24.1,13
2025-07-01,v0.25.0,55
2025-07-01,v0.26.0,139
2025-07-01,v0.27.0,131
2025-07-01,v0.28.0,98
2025-07-01,v0.29.0,0
2025-07-01,v0.29.1,114
2025-07-01,v0.30.0,160
2025-07-01,v0.31.0,380
2025-07-01,v0.32.0,203
2025-07-01,v0.33.0,464
2025-07-01,v0.34.0,404
2025-07-01,v0.35.0,500
2025-07-01,v0.36.0,216
2025-07-01,v0.37.0,1100
2025-07-01,v0.38.0,97
2025-07-01,v0.39.0,0
2025-07-01,v0.40.0,0
2025-08-01,v0.13.0,116
2025-08-01,v0.14.0,33
2025-08-01,v0.15.0,87
2025-08-01,v0.16.0,12
2025-08-01,v0.17.0,50
2025-08-01,v0.18.0,33
2025-08-01,v0.19.0,64
2025-08-01,v0.20.0,1
2025-08-01,v0.20.1,55
2025-08-01,v0.21.0,35
2025-08-01,v0.22.0,30
2025-08-01,v0.23.0,92
2025-08-01,v0.24.0,1
2025-08-01,v0.24.1,16
2025-08-01,v0.25.0,48
2025-08-01,v0.26.0,146
2025-08-01,v0.27.0,132
2025-08-01,v0.28.0,94
2025-08-01,v0.29.0,0
2025-08-01,v0.29.1,114
2025-08-01,v0.30.0,156
2025-08-01,v0.31.0,399
2025-08-01,v0.32.0,200
2025-08-01,v0.33.0,436
2025-08-01,v0.34.0,340
2025-08-01,v0.35.0,466
2025-08-01,v0.36.0,192
2025-08-01,v0.37.0,840
2025-08-01,v0.38.0,912
2025-08-01,v0.39.0,0
2025-08-01,v0.40.0,0
2025-09-01,v0.13.0,115
2025-09-01,v0.14.0,33
2025-09-01,v0.15.0,87
2025-09-01,v0.16.0,12
2025-09-01,v0.17.0,50
2025-09-01,v0.18.0,33
2025-09-01,v0.19.0,64
2025-09-01,v0.20.0,1
2025-09-01,v0.20.1,56
2025-09-01,v0.21.0,35
2025-09-01,v0.22.0,29
2025-09-01,v0.23.0,92
2025-09-01,v0.24.0,1
2025-09-01,v0.24.1,17
2025-09-01,v0.25.0,51
2025-09-01,v0.26.0,152
2025-09-01,v0.27.0,117
2025-09-01,v0.28.0,93
2025-09-01,v0.29.0,0
2025-09-01,v0.29.1,103
2025-09-01,v0.30.0,158
2025-09-01,v0.31.0,359
2025-09-01,v0.32.0,198
2025-09-01,v0.33.0,420
2025-09-01,v0.34.0,344
2025-09-01,v0.35.0,460
2025-09-01,v0.36.0,204
2025-09-01,v0.37.0,852
2025-09-01,v0.38.0,592
2025-09-01,v0.39.0,392
2025-09-01,v0.40.0,0
2025-10-01,v0.13.0,115
2025-10-01,v0.14.0,33
2025-10-01,v0.15.0,87
2025-10-01,v0.16.0,12
2025-10-01,v0.17.0,50
2025-10-01,v0.18.0,32
2025-10-01,v0.19.0,65
2025-10-01,v0.20.0,1
2025-10-01,v0.20.1,57
2025-10-01,v0.21.0,35
2025-10-01,v0.22.0,28
2025-10-01,v0.23.0,92
2025-10-01,v0.24.0,1
2025-10-01,v0.24.1,18
2025-10-01,v0.25.0,50
2025-10-01,v0.26.0,151
2025-10-01,v0.27.0,127
2025-10-01,v0.28.0,93
2025-10-01,v0.29.0,0
2025-10-01,v0.29.1,103
2025-10-01,v0.30.0,174
2025-10-01,v0.31.0,367
2025-10-01,v0.32.0,191
2025-10-01,v0.33.0,398
2025-10-01,v0.34.0,352
2025-10-01,v0.35.0,534
2025-10-01,v0.36.0,191
2025-10-01,v0.37.0,852
2025-10-01,v0.38.0,564
2025-10-01,v0.39.0,584
2025-10-01,v0.40.0,0
2025-11-01,v0.13.0,114
2025-11-01,v0.14.0,31
2025-11-01,v0.15.0,87
2025-11-01,v0.16.0,11
2025-11-01,v0.17.0,50
2025-11-01,v0.18.0,32
2025-11-01,v0.19.0,60
2025-11-01,v0.20.0,1
2025-11-01,v0.20.1,56
2025-11-01,v0.21.0,35
2025-11-01,v0.22.0,28
2025-11-01,v0.23.0,90
2025-11-01,v0.24.0,1
2025-11-01,v0.24.1,18
2025-11-01,v0.25.0,49
2025-11-01,v0.26.0,151
2025-11-01,v0.27.0,130
2025-11-01,v0.28.0,93
2025-11-01,v0.29.0,0
2025-11-01,v0.29.1,103
2025-11-01,v0.30.0,165
2025-11-01,v0.31.0,353
2025-11-01,v0.32.0,198
2025-11-01,v0.33.0,416
2025-11-01,v0.34.0,312
2025-11-01,v0.35.0,520
2025-11-01,v0.36.0,173
2025-11-01,v0.37.0,808
2025-11-01,v0.38.0,656
2025-11-01,v0.39.0,544
2025-11-01,v0.40.0,240
2025-12-01,v0.13.0,112
2025-12-01,v0.14.0,26
2025-12-01,v0.15.0,82
2025-12-01,v0.16.0,10
2025-12-01,v0.17.0,49
2025-12-01,v0.18.0,37
2025-12-01,v0.19.0,55
2025-12-01,v0.20.0,0
2025-12-01,v0.20.1,54
2025-12-01,v0.21.0,32
2025-12-01,v0.22.0,28
2025-12-01,v0.23.0,150
2025-12-01,v0.24.0,1
2025-12-01,v0.24.1,18
2025-12-01,v0.25.0,61
2025-12-01,v0.26.0,144
2025-12-01,v0.27.0,128
2025-12-01,v0.28.0,150
2025-12-01,v0.29.0,0
2025-12-01,v0.29.1,104
2025-12-01,v0.30.0,161
2025-12-01,v0.31.0,318
2025-12-01,v0.32.0,195
2025-12-01,v0.33.0,389
2025-12-01,v0.34.0,338
2025-12-01,v0.34.1,5
2025-12-01,v0.35.0,526
2025-12-01,v0.36.0,156
2025-12-01,v0.37.0,740
2025-12-01,v0.38.0,628
2025-12-01,v0.39.0,492
2025-12-01,v0.40.0,644
2026-01-01,v0.13.0,114
2026-01-01,v0.14.0,26
2026-01-01,v0.15.0,81
2026-01-01,v0.16.0,10
2026-01-01,v0.17.0,48
2026-01-01,v0.18.0,38
2026-01-01,v0.19.0,56
2026-01-01,v0.20.0,0
2026-01-01,v0.20.1,54
2026-01-01,v0.21.0,32
2026-01-01,v0.22.0,28
2026-01-01,v0.23.0,149
2026-01-01,v0.24.0,1
2026-01-01,v0.24.1,18
2026-01-01,v0.25.0,61
2026-01-01,v0.26.0,142
2026-01-01,v0.27.0,129
2026-01-01,v0.28.0,150
2026-01-01,v0.29.0,0
2026-01-01,v0.29.1,104
2026-01-01,v0.30.0,156
2026-01-01,v0.31.0,341
2026-01-01,v0.32.0,194
2026-01-01,v0.33.0,368
2026-01-01,v0.34.0,336
2026-01-01,v0.34.1,5
2026-01-01,v0.35.0,542
2026-01-01,v0.36.0,166
2026-01-01,v0.37.0,640
2026-01-01,v0.38.0,632
2026-01-01,v0.39.0,458
2026-01-01,v0.40.0,708
